"id","navisid","de","en","desc_de","synonym","desc_en","origindesc","fk_id_parent","gettyaat","gettyaatrelationtype","wikidata","wikidatarelationtype"
"21DDC5",,,,,,,,,,,,
"44D56B",,,,,,,,,,,,
"4EC031",,,,,,,,,,,,
"08BB23",,,,,,,,,,,,
"0410C6",,,,,,,,,,,,
"AA0714",,,,,,,,,,,,
"0BCA60",,,,,,,,,,,,
"4AF1D8",,,,,,,,,,,,
"C81076",,,,,,,,,,,,
"BC6333",,,,,,,,,,,,
"2DAD99",,,,,,,,,,,,
"CC321A",,,,,,,,,,,,
"5F9667",,,,,,,,,,,,
"424A87",,,,,,,,,,,,
"AB0E01",,,,,,,,,,,,
"5226FC",,,,,,,,,,,,
"6AFFC8",,,,,,,,,,,,
"B5ED9E",,,,,,,,,,,,
"C7D1B7",,,,,,,,,,,,
"748FE0",,,,,,,,,,,,
"50EB0D",,,,,,,,,,,,
"AB07E1",,,,,,,,,,,,
"BF72B3",,,,,,,,,,,,
"1B6F8F",,,,,,,,,,,,
"1B9188",,,,,,,,,,,,
"0DE18E",,,,,,,,,,,,
"DB6BBF",,,,,,,,,,,,
"5E88D2",,,,,,,,,,,,
"9C2447",,,,,,,,,,,,
"2CD2F9",,,,,,,,,,,,
"2D65BF",,,,,,,,,,,,
"89313E",,,,,,,,,,,,
"B68E73",,,,,,,,,,,,
"FE4956",,,,,,,,,,,,
"27E5B6",,,,,,,,,,,,
"CCDEFA",,,,,,,,,,,,
"5B1C1F",,,,,,,,,,,,
"6D29E0",,,,,,,,,,,,
"2F23BA",,,,,,,,,,,,
"1EDB57",,,,,,,,,,,,
"275CA7",,,,,,,,,,,,
"7BD2DF",,,,,,,,,,,,
"316B17",,,,,,,,,,,,
"614BC0",,,,,,,,,,,,
"42D843",,,,,,,,,,,,
"2392FE",,,,,,,,,,,,
"0E91BB",,,,,,,,,,,,
"56884D",,,,,,,,,,,,
"F3D2B4",,,,,,,,,,,,
"E7DD1E",,,,,,,,,,,,
"D3FBA2",,,,,,,,,,,,
"5C7714",,,,,,,,,,,,
"C7909F",,,,,,,,,,,,
"0C1C25",,,,,,,,,,,,
"AC25C1",,,,,,,,,,,,
"4C6AA4",,,,,,,,,,,,
"F11BFA",,,,,,,,,,,,
"E4370C",,,,,,,,,,,,
"6D07AC",,,,,,,,,,,,
"F24B97",,,,,,,,,,,,
"2F0832",,,,,,,,,,,,
"4010BE",,,,,,,,,,,,
"F9AA7B",,,,,,,,,,,,
"480E2B",,,,,,,,,,,,
"89B7EB",,,,,,,,,,,,
"343C80",,,,,,,,,,,,
"1E08FE",,,,,,,,,,,,
"9A2002",,,,,,,,,,,,
"FAFAAD",,,,,,,,,,,,
"76ED6C",,,,,,,,,,,,
"7B995E",,,,,,,,,,,,
"0FD1DF",,,,,,,,,,,,
"50AD0D",,,,,,,,,,,,
"4B8BA5",,,,,,,,,,,,
"DD50E5",,,,,,,,,,,,
"8752CF",,,,,,,,,,,,
"6473AE",,,,,,,,,,,,
"CC6B79",,,,,,,,,,,,
"EB157D",,,,,,,,,,,,
"52FEB5",,,,,,,,,,,,
"5F303E",,,,,,,,,,,,
"2C0584",,,,,,,,,,,,
"9BAAD9",,,,,,,,,,,,
"5D999E",,,,,,,,,,,,
"E2A1F3",,,,,,,,,,,,
"B1BABB",,,,,,,,,,,,
"283C54",,,,,,,,,,,,
"EB3EFE",,,,,,,,,,,,
"359B0E",,,,,,,,,,,,
"A223AA",,,,,,,,,,,,
"608FAE",,,,,,,,,,,,
"B31654",,,,,,,,,,,,
"01B355",,,,,,,,,,,,
"EABACB",,,,,,,,,,,,
"8BC44F",,,,,,,,,,,,
"82005D",,,,,,,,,,,,
"AAC6A2",,,,,,,,,,,,
"7AC19C",,,,,,,,,,,,
"CAF848",,,,,,,,,,,,
"410EB9",,,,,,,,,,,,
"D612F4",,,,,,,,,,,,
"76913B",,,,,,,,,,,,
"2CBD89",,,,,,,,,,,,
"CD5D74",,,,,,,,,,,,
"6A8C3C",,,,,,,,,,,,
"E23B95",,,,,,,,,,,,
"D3736A",,,,,,,,,,,,
"CD7665",,,,,,,,,,,,
"41170D",,,,,,,,,,,,
"73C444",,,,,,,,,,,,
"E66E11",,,,,,,,,,,,
"5455DF",,,,,,,,,,,,
"C1D79D",,,,,,,,,,,,
"60EC1F",,,,,,,,,,,,
"84C273",,,,,,,,,,,,
"04AE14",,,,,,,,,,,,
"9C0A31",,,,,,,,,,,,
"C19E7D",,,,,,,,,,,,
"DED0F5",,,,,,,,,,,,
"B2037D",,,,,,,,,,,,
"C00E61",,,,,,,,,,,,
"7CBCBF",,,,,,,,,,,,
"F05AAD",,,,,,,,,,,,
"A5BF96",,,,,,,,,,,,
"311DB2",,,,,,,,,,,,
"F35285",,,,,,,,,,,,
"8E58C1",,,,,,,,,,,,
"1D6D5E",,,,,,,,,,,,
"96B082",,,,,,,,,,,,
"6793ED",,,,,,,,,,,,
"0BECCE",,,,,,,,,,,,
"2B733A",,,,,,,,,,,,
"D3ECD2",,,,,,,,,,,,
"5F3610",,,,,,,,,,,,
"5C8F5C",,,,,,,,,,,,
"E55BDF",,,,,,,,,,,,
"3C9624",,,,,,,,,,,,
"FB6DAF",,,,,,,,,,,,
"D58339",,,,,,,,,,,,
"E04B50",,,,,,,,,,,,
"EFBCE0",,,,,,,,,,,,
"45FE77",,,,,,,,,,,,
"010ECD",,,,,,,,,,,,
"07BABC",,,,,,,,,,,,
"3949DB",,,,,,,,,,,,
"952DC8",,,,,,,,,,,,
"0FC59D",,,,,,,,,,,,
"6ED3F4",,,,,,,,,,,,
"98D88D",,,,,,,,,,,,
"B6D5D2",,,,,,,,,,,,
"4C04FD",,,,,,,,,,,,
"7F706A",,,,,,,,,,,,
"984DE7",,,,,,,,,,,,
"4C6941",,,,,,,,,,,,
"C2853C",,,,,,,,,,,,
"65C4E4",,,,,,,,,,,,
"D3ECCB",,,,,,,,,,,,
"91DFD2",,,,,,,,,,,,
"9E8CB0",,,,,,,,,,,,
"DA00C3",,,,,,,,,,,,
"BBD262",,,,,,,,,,,,
"CB1D47",,,,,,,,,,,,
"A36192",,,,,,,,,,,,
"D41CE5",,,,,,,,,,,,
"76BD71",,,,,,,,,,,,
"22DEEA",,,,,,,,,,,,
"5B3950",,,,,,,,,,,,
"9CC9AD",,,,,,,,,,,,
"3E623C",,,,,,,,,,,,
"7FDD49",,,,,,,,,,,,
"EE72D4",,,,,,,,,,,,
"44A575",,,,,,,,,,,,
"5F0D04",,,,,,,,,,,,
"5C84DF",,,,,,,,,,,,
"DFCA8F",,,,,,,,,,,,
"93C598",,,,,,,,,,,,
"2E9891",,,,,,,,,,,,
"388F39",,,,,,,,,,,,
"1C2CB5",,,,,,,,,,,,
"88A868",,,,,,,,,,,,
"AAC4A6",,,,,,,,,,,,
"02DB96",,,,,,,,,,,,
"C566E0",,,,,,,,,,,,
"2658D7",,,,,,,,,,,,
"0D7D2D",,,,,,,,,,,,
"061A42",,,,,,,,,,,,
"5E3CC7",,,,,,,,,,,,
"A3B023",,,,,,,,,,,,
"1C6120",,,,,,,,,,,,
"A0D274",,,,,,,,,,,,
"3555A8",,,,,,,,,,,,
"F2BD76",,,,,,,,,,,,
"8EC448",,,,,,,,,,,,
"1C730F",,,,,,,,,,,,
"B765E9",,,,,,,,,,,,
"3FDFAE",,,,,,,,,,,,
"2A092D",,,,,,,,,,,,
"F9905B",,,,,,,,,,,,
"6D4676",,,,,,,,,,,,
"B54412",,,,,,,,,,,,
"C2D442",,,,,,,,,,,,
"602C50",,,,,,,,,,,,
"B5C96E",,,,,,,,,,,,
"9016BC",,,,,,,,,,,,
"F705E8",,,,,,,,,,,,
"3B3905",,,,,,,,,,,,
"82D9E4",,,,,,,,,,,,
"55A049",,,,,,,,,,,,
"6DC6F8",,,,,,,,,,,,
"9A0209",,,,,,,,,,,,
"622E0B",,,,,,,,,,,,
"95AE2B",,,,,,,,,,,,
"9F3BC3",,,,,,,,,,,,
"A177C7",,,,,,,,,,,,
"37AEE1",,,,,,,,,,,,
"8649B0",,,,,,,,,,,,
"6A2F05",,,,,,,,,,,,
"9B962D",,,,,,,,,,,,
"B10178",,,,,,,,,,,,
"19E966",,,,,,,,,,,,
"49C3EB",,,,,,,,,,,,
"1BB737",,,,,,,,,,,,
"B0EED2",,,,,,,,,,,,
"8D8C1D",,,,,,,,,,,,
"B56C1E",,,,,,,,,,,,
"582F55",,,,,,,,,,,,
"49A520",,,,,,,,,,,,
"4D9851",,,,,,,,,,,,
"8F652B",,,,,,,,,,,,
"410F28",,,,,,,,,,,,
"3D6357",,,,,,,,,,,,
"118F3F",,,,,,,,,,,,
"F05B83",,,,,,,,,,,,
"9D818D",,,,,,,,,,,,
"57B27E",,,,,,,,,,,,
"5CF61B",,,,,,,,,,,,
"3BA885",,,,,,,,,,,,
"0D74FC",,,,,,,,,,,,
"A09C7D",,,,,,,,,,,,
"C0AEFE",,,,,,,,,,,,
"93FEFE",,,,,,,,,,,,
"137FC7",,,,,,,,,,,,
"FF8FF5",,,,,,,,,,,,
"D84A11",,,,,,,,,,,,
"ACCE43",,,,,,,,,,,,
"075CC5",,,,,,,,,,,,
"B47A31",,,,,,,,,,,,
"4D9B3F",,,,,,,,,,,,
"75C055",,,,,,,,,,,,
"66508C",,,,,,,,,,,,
"8F63EC",,,,,,,,,,,,
"7041C3",,,,,,,,,,,,
"1F4C56",,,,,,,,,,,,
"8A12C9",,,,,,,,,,,,
"112AEF",,,,,,,,,,,,
"0A10D3",,,,,,,,,,,,
"B35E57",,,,,,,,,,,,
"33011B",,,,,,,,,,,,
"875B97",,,,,,,,,,,,
"8C779D",,,,,,,,,,,,
"99D877",,,,,,,,,,,,
"003A90",,,,,,,,,,,,
"BB145E",,,,,,,,,,,,
"51CFFC",,,,,,,,,,,,
"EA257B",,,,,,,,,,,,
"5CBD05",,,,,,,,,,,,
"0034DD",,,,,,,,,,,,
"68F886",,,,,,,,,,,,
"3A4C7A",,,,,,,,,,,,
"6949F4",,,,,,,,,,,,
"C1E7D3",,,,,,,,,,,,
"4C1C70",,,,,,,,,,,,
"B1B49A",,,,,,,,,,,,
"9C5D9E",,,,,,,,,,,,
"E044C4",,,,,,,,,,,,
"0916A7",,,,,,,,,,,,
"4C8EDF",,,,,,,,,,,,
"B23A13",,,,,,,,,,,,
"E8A26C",,,,,,,,,,,,
"18CBC4",,,,,,,,,,,,
"9B4A38",,,,,,,,,,,,
"EE3329",,,,,,,,,,,,
"2CB3D1",,,,,,,,,,,,
"2A3A8F",,,,,,,,,,,,
"DE844B",,,,,,,,,,,,
"41C80A",,,,,,,,,,,,
"F3D804",,,,,,,,,,,,
"8D13E9",,,,,,,,,,,,
"786EEF",,,,,,,,,,,,
"ECE25D",,,,,,,,,,,,
"9B84CE",,,,,,,,,,,,
"84063B",,,,,,,,,,,,
"DA6D08",,,,,,,,,,,,
"0DCEC9",,,,,,,,,,,,
"55C7E3",,,,,,,,,,,,
"2A3A39",,,,,,,,,,,,
"7F9BB1",,,,,,,,,,,,
"1D5CED",,,,,,,,,,,,
"206C6A",,,,,,,,,,,,
"25CFE4",,,,,,,,,,,,
"30384A",,,,,,,,,,,,
"201B84",,,,,,,,,,,,
"0A785E",,,,,,,,,,,,
"0DC3DB",,,,,,,,,,,,
"9A8043",,,,,,,,,,,,
"105FE5",,,,,,,,,,,,
"69E0FD",,,,,,,,,,,,
"0BAEAB",,,,,,,,,,,,
"C209C6",,,,,,,,,,,,
"6C8AAE",,,,,,,,,,,,
"6A36ED",,,,,,,,,,,,
"CF3CE0",,,,,,,,,,,,
"D78E37",,,,,,,,,,,,
"8A471F",,,,,,,,,,,,
"E79995",,,,,,,,,,,,
"0F49CA",,,,,,,,,,,,
"27EB2C",,,,,,,,,,,,
"E2D71E",,,,,,,,,,,,
"A79D59",,,,,,,,,,,,
"A71386",,,,,,,,,,,,
"A79FB6",,,,,,,,,,,,
"FF6F8E",,,,,,,,,,,,
"762DEA",,,,,,,,,,,,
"A7F441",,,,,,,,,,,,
"4D0F38",,,,,,,,,,,,
"8B4DC8",,,,,,,,,,,,
"CC40EB",,,,,,,,,,,,
"88E40F",,,,,,,,,,,,
"174DB2",,,,,,,,,,,,
"F70849",,,,,,,,,,,,
"46683D",,,,,,,,,,,,
"AC7FA7",,,,,,,,,,,,
"9ABAA1",,,,,,,,,,,,
"5D36D4",,,,,,,,,,,,
"CFD425",,,,,,,,,,,,
"EA0361",,,,,,,,,,,,
"08C3BF",,,,,,,,,,,,
"6C6747",,,,,,,,,,,,
"5B3F2D",,,,,,,,,,,,
"0D320E",,,,,,,,,,,,
"E0C183",,,,,,,,,,,,
"8F6A5D",,,,,,,,,,,,
"9693DE",,,,,,,,,,,,
"16EFB5",,,,,,,,,,,,
"C9B95A",,,,,,,,,,,,
"20D695",,,,,,,,,,,,
"7D3929",,,,,,,,,,,,
"94AE1D",,,,,,,,,,,,
"0D542D",,,,,,,,,,,,
"3F6452",,,,,,,,,,,,
"60E5F7",,,,,,,,,,,,
"F5CE5D",,,,,,,,,,,,
"DBABD2",,,,,,,,,,,,
"F274A1",,,,,,,,,,,,
"5A7168",,,,,,,,,,,,
"8E6D08",,,,,,,,,,,,
"FEF3B7",,,,,,,,,,,,
"372ED6",,,,,,,,,,,,
"F57352",,,,,,,,,,,,
"1D9B0E",,,,,,,,,,,,
"A6893F",,,,,,,,,,,,
"EFE386",,,,,,,,,,,,
"A4FF96",,,,,,,,,,,,
"03FE95",,,,,,,,,,,,
"3F9C5F",,,,,,,,,,,,
"BF6B24",,,,,,,,,,,,
"FCAE5D",,,,,,,,,,,,
"BEAD83",,,,,,,,,,,,
"DEEA9A",,,,,,,,,,,,
"46B282",,,,,,,,,,,,
"CD7E6F",,,,,,,,,,,,
"F352A1",,,,,,,,,,,,
"1DB4FC",,,,,,,,,,,,
"B955D5",,,,,,,,,,,,
"FC9C1B",,,,,,,,,,,,
"C6D6E9",,,,,,,,,,,,
"D2074A",,,,,,,,,,,,
"DB6E95",,,,,,,,,,,,
"9D0EBF",,,,,,,,,,,,
"54B3A7",,,,,,,,,,,,
"5DD768",,,,,,,,,,,,
"4BDAD8",,,,,,,,,,,,
"AFC440",,,,,,,,,,,,
"8FE05C",,,,,,,,,,,,
"EA09D7",,,,,,,,,,,,
"0A5B93",,,,,,,,,,,,
"18AD04",,,,,,,,,,,,
"2A6F63",,,,,,,,,,,,
"EB0B32",,,,,,,,,,,,
"41B151",,,,,,,,,,,,
"0A1580",,,,,,,,,,,,
"9D7D8A",,,,,,,,,,,,
"B45D63",,,,,,,,,,,,
"DF9DF6",,,,,,,,,,,,
"17FEA1",,,,,,,,,,,,
"51A464",,,,,,,,,,,,
"3B4011",,,,,,,,,,,,
"A658D4",,,,,,,,,,,,
"2FF4DC",,,,,,,,,,,,
"22E0CF",,,,,,,,,,,,
"DD1AA5",,,,,,,,,,,,
"9602F5",,,,,,,,,,,,
"4D8802",,,,,,,,,,,,
"94F4CD",,,,,,,,,,,,
"7DE574",,,,,,,,,,,,
"DE6057",,,,,,,,,,,,
"E75ACD",,,,,,,,,,,,
"FB5CA0",,,,,,,,,,,,
"E7C609",,,,,,,,,,,,
"D37BDE",,,,,,,,,,,,
"DC7EF7",,,,,,,,,,,,
"6DE83A",,,,,,,,,,,,
"68821E",,,,,,,,,,,,
"1CCB0C",,,,,,,,,,,,
"652FF9",,,,,,,,,,,,
"5B4F46",,,,,,,,,,,,
"6D34B7",,,,,,,,,,,,
"ED1E4B",,,,,,,,,,,,
"ED2D7D",,,,,,,,,,,,
"7D014F",,,,,,,,,,,,
"666D7F",,,,,,,,,,,,
"264FFB",,,,,,,,,,,,
"F3FFF1",,,,,,,,,,,,
"A50AE0",,,,,,,,,,,,
"30A7A8",,,,,,,,,,,,
"B85031",,,,,,,,,,,,
"9F44EC",,,,,,,,,,,,
"14752F",,,,,,,,,,,,
"B23223",,,,,,,,,,,,
"8F16DC",,,,,,,,,,,,
"C68276",,,,,,,,,,,,
"0ED407",,,,,,,,,,,,
"E6B712",,,,,,,,,,,,
"F1E1FA",,,,,,,,,,,,
"662C42",,,,,,,,,,,,
"7C9B0A",,,,,,,,,,,,
"871FE8",,,,,,,,,,,,
"B16664",,,,,,,,,,,,
"8265D8",,,,,,,,,,,,
"B1B142",,,,,,,,,,,,
"06AB0F",,,,,,,,,,,,
"5BE4E5",,,,,,,,,,,,
"BCA043",,,,,,,,,,,,
"4F6943",,,,,,,,,,,,
"C31A0B",,,,,,,,,,,,
"E41D06",,,,,,,,,,,,
"D314EC",,,,,,,,,,,,
"589A38",,,,,,,,,,,,
"4DD04D",,,,,,,,,,,,
"C81497",,,,,,,,,,,,
"257D8B",,,,,,,,,,,,
"00234E",,,,,,,,,,,,
"B864B7",,,,,,,,,,,,
"9B1681",,,,,,,,,,,,
"225B5D",,,,,,,,,,,,
"4CB908",,,,,,,,,,,,
"C0E2E2",,,,,,,,,,,,
"C629B0",,,,,,,,,,,,
"C243DE",,,,,,,,,,,,
"F1311E",,,,,,,,,,,,
"FF3919",,,,,,,,,,,,
"4E4CB9",,,,,,,,,,,,
"F79098",,,,,,,,,,,,
"24FC0D",,,,,,,,,,,,
"9AE0CD",,,,,,,,,,,,
"AE7A74",,,,,,,,,,,,
"52D0DD",,,,,,,,,,,,
"B1A857",,,,,,,,,,,,
"753EC3",,,,,,,,,,,,
"CB2E19",,,,,,,,,,,,
"D86EE7",,,,,,,,,,,,
"72F3C5",,,,,,,,,,,,
"8FC6A5",,,,,,,,,,,,
"60DC15",,,,,,,,,,,,
"19FFA1",,,,,,,,,,,,
"391BCD",,,,,,,,,,,,
"C152EF",,,,,,,,,,,,
"94BEC0",,,,,,,,,,,,
"46A12A",,,,,,,,,,,,
"83531E",,,,,,,,,,,,
"C52F01",,,,,,,,,,,,
"3DB930",,,,,,,,,,,,
"5C8ECC",,,,,,,,,,,,
"6A1C30",,,,,,,,,,,,
"F12ABF",,,,,,,,,,,,
"C040AC",,,,,,,,,,,,
"BEA2A1",,,,,,,,,,,,
"48D177",,,,,,,,,,,,
"B7C16C",,,,,,,,,,,,
"02A6AC",,,,,,,,,,,,
"B22F79",,,,,,,,,,,,
"D1F2AE",,,,,,,,,,,,
"5FF355",,,,,,,,,,,,
"34B306",,,,,,,,,,,,
"7E1E42",,,,,,,,,,,,
"3D6034",,,,,,,,,,,,
"075DB6",,,,,,,,,,,,
"51286F",,,,,,,,,,,,
"567EAA",,,,,,,,,,,,
"7F1942",,,,,,,,,,,,
"40054F",,,,,,,,,,,,
"89CE22",,,,,,,,,,,,
"BA2006",,,,,,,,,,,,
"82421C",,,,,,,,,,,,
"F2608E",,,,,,,,,,,,
"B56923",,,,,,,,,,,,
"132F85",,,,,,,,,,,,
"86C7E9",,,,,,,,,,,,
"CC5AC7",,,,,,,,,,,,
"5000FE",,,,,,,,,,,,
"12A042",,,,,,,,,,,,
"EF3864",,,,,,,,,,,,
"68E7D6",,,,,,,,,,,,
"CAB53D",,,,,,,,,,,,
"623CF1",,,,,,,,,,,,
"24F988",,,,,,,,,,,,
"19F3AB",,,,,,,,,,,,
"6D2186",,,,,,,,,,,,
"5CF016",,,,,,,,,,,,
"0BBA8F",,,,,,,,,,,,
"E3013E",,,,,,,,,,,,
"FD497E",,,,,,,,,,,,
"CB8EA0",,,,,,,,,,,,
"1CA0C6",,,,,,,,,,,,
"ED052A",,,,,,,,,,,,
"6DD7DF",,,,,,,,,,,,
"35D322",,,,,,,,,,,,
"60C25C",,,,,,,,,,,,
"F1CD4B",,,,,,,,,,,,
"12D8F6",,,,,,,,,,,,
"73A788",,,,,,,,,,,,
"7B7C53",,,,,,,,,,,,
"8F4C84",,,,,,,,,,,,
"F7B742",,,,,,,,,,,,
"78F022",,,,,,,,,,,,
"94B0F8",,,,,,,,,,,,
"65B95D",,,,,,,,,,,,
"E9BDDA",,,,,,,,,,,,
"1301F4",,,,,,,,,,,,
"E6764B",,,,,,,,,,,,
"5AF810",,,,,,,,,,,,
"874D49",,,,,,,,,,,,
"0B9B5A",,,,,,,,,,,,
"043D64",,,,,,,,,,,,
"20991E",,,,,,,,,,,,
"51A9BE",,,,,,,,,,,,
"74DA5F",,,,,,,,,,,,
"13AABB",,,,,,,,,,,,
"A8B97C",,,,,,,,,,,,
"F4D6BC",,,,,,,,,,,,
"ED031F",,,,,,,,,,,,
"23EB83",,,,,,,,,,,,
"A5F6C7",,,,,,,,,,,,
"DCB83D",,,,,,,,,,,,
"67A9F8",,,,,,,,,,,,
"D278D8",,,,,,,,,,,,
"5A485B",,,,,,,,,,,,
"519AA8",,,,,,,,,,,,
"15CFF9",,,,,,,,,,,,
"9587A1",,,,,,,,,,,,
"C95B4B",,,,,,,,,,,,
"34A702",,,,,,,,,,,,
"A485FB",,,,,,,,,,,,
"CCD285",,,,,,,,,,,,
"1E90C6",,,,,,,,,,,,
"A71D71",,,,,,,,,,,,
"0A3E02",,,,,,,,,,,,
"535D6D",,,,,,,,,,,,
"9C9C99",,,,,,,,,,,,
"869E8E",,,,,,,,,,,,
"89EE0D",,,,,,,,,,,,
"E3D1EB",,,,,,,,,,,,
"E74A40",,,,,,,,,,,,
"54C7B6",,,,,,,,,,,,
"1220A3",,,,,,,,,,,,
"83A552",,,,,,,,,,,,
"ED7114",,,,,,,,,,,,
"1D827C",,,,,,,,,,,,
"9952D8",,,,,,,,,,,,
"7B75A7",,,,,,,,,,,,
"D2BF60",,,,,,,,,,,,
"C809F5",,,,,,,,,,,,
"5A5957",,,,,,,,,,,,
"7A2B58",,,,,,,,,,,,
"A19586",,,,,,,,,,,,
"A0494E",,,,,,,,,,,,
"2AFC8F",,,,,,,,,,,,
"DE95A4",,,,,,,,,,,,
"3E91C1",,,,,,,,,,,,
"4D50CB",,,,,,,,,,,,
"FB2CB4",,,,,,,,,,,,
"0FE53F",,,,,,,,,,,,
"541D23",,,,,,,,,,,,
"B7855D",,,,,,,,,,,,
"55EEF8",,,,,,,,,,,,
"9ED5D5",,,,,,,,,,,,
"3E3C68",,,,,,,,,,,,
"3AB449",,,,,,,,,,,,
"A12AF8",,,,,,,,,,,,
"CA8438",,,,,,,,,,,,
"35B337",,,,,,,,,,,,
"4C08A1",,,,,,,,,,,,
"F9F977",,,,,,,,,,,,
"8BFE91",,,,,,,,,,,,
"75556F",,,,,,,,,,,,
"52542B",,,,,,,,,,,,
"D05E96",,,,,,,,,,,,
"48C5EC",,,,,,,,,,,,
"071FB5",,,,,,,,,,,,
"04FD17",,,,,,,,,,,,
"53A8FC",,,,,,,,,,,,
"1723CB",,,,,,,,,,,,
"67D310",,,,,,,,,,,,
"27963D",,,,,,,,,,,,
"530D54",,,,,,,,,,,,
"1790C8",,,,,,,,,,,,
"5F0698",,,,,,,,,,,,
"8BA904",,,,,,,,,,,,
"9BB72B",,,,,,,,,,,,
"BDF344",,,,,,,,,,,,
"FF9A7B",,,,,,,,,,,,
"ECC6D6",,,,,,,,,,,,
"6FBC15",,,,,,,,,,,,
"907DC5",,,,,,,,,,,,
"60B1CD",,,,,,,,,,,,
"BA4938",,,,,,,,,,,,
"DF6C24",,,,,,,,,,,,
"4E716E",,,,,,,,,,,,
"73C568",,,,,,,,,,,,
"2C618D",,,,,,,,,,,,
"DD3CD7",,,,,,,,,,,,
"A6A5E8",,,,,,,,,,,,
"4CC028",,,,,,,,,,,,
"48C76A",,,,,,,,,,,,
"BD54D2",,,,,,,,,,,,
"460C10",,,,,,,,,,,,
"7AA644",,,,,,,,,,,,
"CA9F53",,,,,,,,,,,,
"395D28",,,,,,,,,,,,
"FFEE90",,,,,,,,,,,,
"9944D9",,,,,,,,,,,,
"D4CD20",,,,,,,,,,,,
"8A3F42",,,,,,,,,,,,
"8CC10A",,,,,,,,,,,,
"F55993",,,,,,,,,,,,
"D929D9",,,,,,,,,,,,
"58A39C",,,,,,,,,,,,
"3F5CF3",,,,,,,,,,,,
"28D1B1",,,,,,,,,,,,
"2D360E",,,,,,,,,,,,
"1E3C1D",,,,,,,,,,,,
"8E9E5C",,,,,,,,,,,,
"15EF87",,,,,,,,,,,,
"6589D6",,,,,,,,,,,,
"F9485B",,,,,,,,,,,,
"750DEF",,,,,,,,,,,,
"D7F119",,,,,,,,,,,,
"9A0BFE",,,,,,,,,,,,
"D735C6",,,,,,,,,,,,
"AED098",,,,,,,,,,,,
"7194B0",,,,,,,,,,,,
"E1796F",,,,,,,,,,,,
"21C363",,,,,,,,,,,,
"8CBF51",,,,,,,,,,,,
"E6742E",,,,,,,,,,,,
"3A15DA",,,,,,,,,,,,
"C5AC83",,,,,,,,,,,,
"0D1FCB",,,,,,,,,,,,
"DDFD4F",,,,,,,,,,,,
"7E5F67",,,,,,,,,,,,
"C96D3C",,,,,,,,,,,,
"28CD6B",,,,,,,,,,,,
"37E76F",,,,,,,,,,,,
"D64F74",,,,,,,,,,,,
"ACB7E0",,,,,,,,,,,,
"2E1185",,,,,,,,,,,,
"5121C2",,,,,,,,,,,,
"17A1E6",,,,,,,,,,,,
"9537C6",,,,,,,,,,,,
"911A76",,,,,,,,,,,,
"7E084A",,,,,,,,,,,,
"1287C9",,,,,,,,,,,,
"C764F4",,,,,,,,,,,,
"1DA530",,,,,,,,,,,,
"CE236C",,,,,,,,,,,,
"D801C3",,,,,,,,,,,,
"A2ED87",,,,,,,,,,,,
"0F3B0A",,,,,,,,,,,,
"C8A19D",,,,,,,,,,,,
"90F7E0",,,,,,,,,,,,
"96D025",,,,,,,,,,,,
"0E766A",,,,,,,,,,,,
"6EF62F",,,,,,,,,,,,
"5DA4D4",,,,,,,,,,,,
"C92238",,,,,,,,,,,,
"761C51",,,,,,,,,,,,
"25A453",,,,,,,,,,,,
"FB684A",,,,,,,,,,,,
"7E6AA2",,,,,,,,,,,,
"61625C",,,,,,,,,,,,
"443CCE",,,,,,,,,,,,
"6B2C2C",,,,,,,,,,,,
"F5657B",,,,,,,,,,,,
"5EC2C7",,,,,,,,,,,,
"A9B271",,,,,,,,,,,,
"9026A0",,,,,,,,,,,,
"A24CC0",,,,,,,,,,,,
"52CDAD",,,,,,,,,,,,
"5035DC",,,,,,,,,,,,
"BAB57F",,,,,,,,,,,,
"214A47",,,,,,,,,,,,
"BAEA55",,,,,,,,,,,,
"2E12E9",,,,,,,,,,,,
"7E9F8E",,,,,,,,,,,,
"024FBF",,,,,,,,,,,,
"6FDE72",,,,,,,,,,,,
"BFD1D9",,,,,,,,,,,,
"4B5302",,,,,,,,,,,,
"A79DB2",,,,,,,,,,,,
"29028A",,,,,,,,,,,,
"1C582D",,,,,,,,,,,,
"FF3823",,,,,,,,,,,,
"CA5253",,,,,,,,,,,,
"96FE1F",,,,,,,,,,,,
"9C9277",,,,,,,,,,,,
"A63121",,,,,,,,,,,,
"2A6AC3",,,,,,,,,,,,
"B60F90",,,,,,,,,,,,
"0683D8",,,,,,,,,,,,
"9FC77E",,,,,,,,,,,,
"4A9130",,,,,,,,,,,,
"DA7F38",,,,,,,,,,,,
"A9B062",,,,,,,,,,,,
"265A9A",,,,,,,,,,,,
"9F6675",,,,,,,,,,,,
"5C535E",,,,,,,,,,,,
"2283D6",,,,,,,,,,,,
"B5CF15",,,,,,,,,,,,
"CFCCCF",,,,,,,,,,,,
"281B2A",,,,,,,,,,,,
"D17AF9",,,,,,,,,,,,
"880F66",,,,,,,,,,,,
"19C03F",,,,,,,,,,,,
"D9C8D4",,,,,,,,,,,,
"A9F580",,,,,,,,,,,,
"0F4263",,,,,,,,,,,,
"C6E9E7",,,,,,,,,,,,
"E06C68",,,,,,,,,,,,
"81F029",,,,,,,,,,,,
"F62839",,,,,,,,,,,,
"61BF8C",,,,,,,,,,,,
"710BC9",,,,,,,,,,,,
"FF572F",,,,,,,,,,,,
